ContentItem ID,Type,Slug,Title,Status,Channel,Next Date,Image?,Venue,Venue Address,Venue City,Venue Zipcode,Venue Website,Venue Phone,Author,Last Updated,Subheadline,Brief,Long Description
565807,Venue,mmxozk-coleman-house-venue,Coleman House,Live,restaurants,"","","",1000 Buffalo Run Blvd.,Miami,74354,http://www.buffalorun.com/,918-542-7140,"","Jun 17, 2011 by bwhite@news-leader.com","",Add that gourmet touch to your Buffalo Run casino experience with on-site fine dining at the Coleman House.,"Add that gourmet touch to your Buffalo Run casino experience with lunch or dinner at the Coleman House, the casino's in-house fine dining establishment. Look for an elegant flavorful flare to the Americana fare - exquisite steaks, seafood and pasta specialties signature dishes and creations - presented in the romantic seclusion of this well-appointed restaurant nestled in a special private section away from the casino lights and brights."
565791,Venue,mmxozk-college-of-the-ozarks-venue,College of the Ozarks,Live,education,"",yes,"",P.O. Box 17,Point Lookout,65726,http://www.cofo.edu/,1-800-222-0525,"","Jun 17, 2011 by bwhite@news-leader.com","","Fully accredited liberal arts college, College of the Ozarks offers a work study learning experience in any of more than 31 academic majors.","Ranked among the top 20 liberal arts colleges in the Midwest by U. S. News &amp; World Report, College of the Ozarks has also been selected to appear on the John Templeton Foundation Honor Roll for Character Building Colleges, a listing of schools that ""encourage the development of strong moral character among students."""
566299,Venue,mmxozk-college-street-cafe-venue,College Street Cafe,Live,restaurants,"",yes,"",1622 W. College St.,Springfield,65806,"",417-864-0531,"","Mar 28, 2011 by rjasper@news-leader.com","","College Street Cafe is an affordable eatery, serving American fare with friendly service. Daily specials are available. They are beef tips and noodles on Monday, Tuesday is homeade meatloaf day, Wednesday is a smothered porkchop platter, Thursday is spaghetti, Friday is barbecued brisket day. Fried...","College Street Cafe is an affordable eatery, serving American fare with friendly service. Daily specials are available. They are beef tips and noodles on Monday, Tuesday is homeade meatloaf day, Wednesday is a smothered porkchop platter, Thursday is spaghetti, Friday is barbecued brisket day. Fried chicken is offered every day and burgers and fries are even available for breakfast."
566301,Venue,mmxozk-cooks-kettle-venue,Cook's Kettle,Live,restaurants,"",yes,"",200 W. Commercial St.,Springfield,65803,"",417-864-2210,"","Mar 28, 2011 by rjasper@news-leader.com","","Cook's Kettle offers culinary delights from students trained by chefs Billy Looten and Chadwick Isom. The students are taught worldwide cuisine with an emphasis of Classical French. A standing menu is offered, as well as a breakfast and lunch buffet. A different cuisine is featured every Wednesday...","Cook's Kettle offers culinary delights from students trained by chefs Billy Looten and Chadwick Isom. The students are taught worldwide cuisine with an emphasis of Classical French. A standing menu is offered, as well as a breakfast and lunch buffet. A different cuisine is featured every Wednesday and fish is served on the Friday lunch buffet. Cook's Kettle also offers decadent French patisseries, free WiFi, executive conference rooms and catering. Cook's Kettle is truly a hidden gem!"
566300,Venue,mmxozk-cookies-venue,Cookie's,Live,restaurants,"","","","",Theodosia,65761,"",417-273-4444,"","Mar 28, 2011 by rjasper@news-leader.com","","Cookie's Restaurant is located on the Theodosia Marina and Resort, offering a beautiful view of Bull Shoals Lake. Cookie's offers buffets, salad bar and a large smorgasboard. The breakfast, lunch and dinner menus offer many affordable choices starting under $9 for breakfast and lunch and $9-$15 for...","Cookie's Restaurant is located on the Theodosia Marina and Resort, offering a beautiful view of Bull Shoals Lake. Cookie's offers buffets, salad bar and a large smorgasboard. The breakfast, lunch and dinner menus offer many affordable choices starting under $9 for breakfast and lunch and $9-$15 for dinner. Also available: Prime rib on Friday and Saturday nights, catering and party rooms."
566302,Venue,mmxozk-cooper-cove-restaurant-venue,Cooper Cove Restaurant,Live,restaurants,"","","",Hickory County H,Elkton,65650,"",417-282-5210,"","Mar 28, 2011 by rjasper@news-leader.com","","Located at Cooper Cove Resort on Lake Pomme de Terre, this establishment offers a menu ranging from corn dogs to filet mignon. Spiced shrimp and jumbo shrimp, steaks of every shape and size and spaghetti and homemade meatballs and sauce are popular. The signature dish is the Colossal Burger, a...","Located at Cooper Cove Resort on Lake Pomme de Terre, this establishment offers a menu ranging from corn dogs to filet mignon. Spiced shrimp and jumbo shrimp, steaks of every shape and size and spaghetti and homemade meatballs and sauce are popular. The signature dish is the Colossal Burger, a one-pound hamburger with all the trimmings. Shuttle service is available for those who arrive by boat. Just tie up at the resort's dock and call the restaurant from the dock phone."
565835,Venue,mmxozk-cooper-park-venue,Cooper Park,Live,leisure,"",yes,"",2300-2700 E. Pythian,Springfield,65802,http://www.parkboard.org/information/city_parks/index.html,417-837-5817,"","Mar 28, 2011 by janpete@springfi.gannett.com","","A park featuring outdoor baseball,soccer, tennis areas and an indoor soccer field.","This park is big on team sports.With no less than  5 lighted baseball fields, 14 outdoor soccer fields, one indoor soccer field and tennis courts there is always a game going on. There are also concession stands,a physical fitness course, pavilion / shelter,and 1.5 mile walking and fitness trail."
565836,Venue,mmxozk-cooper-tennis-complex-venue,Cooper Tennis Complex,Live,leisure,"",yes,"",2331 E. Pythian,Springfield,65802,http://www.parkboard.org/information/facilities/cooper_tennis_complex/index.html,417) 837-5800,"","Mar 28, 2011 by bwhite@news-leader.com","",Home of the Springfield Lasers Professional World Team Tennis with indoor and outdoor courts requiring membership or daily user fees.,"Whether you are a tennis fan or fancy yourself a player you can find something to do here. Home of the Springfield Lasers Professional World Team Tennis you can enjoy watching a match when they are in town. If you'd rather sharpen your skills there are 12 indoor tennis courts, 15 lighted outdoor tennis courts, a weight room and a meeting room. User fees/ memberships apply."
566304,Venue,mmxozk-corner-cafe-venue,Corner Cafe,Live,restaurants,"","","",515 Main,Cabool,65689,"",417-962-3676,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Everything is homemade at the Corner Caf, and a full range of flavors are available. A nice little neighborhood establishment, it offers daily lunch and dinner specials. Friday nights, cashew and sweet and sour chicken and catfish are featured, and on Saturday nights, steaks are served up juicy...","Everything is homemade at the Corner Caf&eacute;, and a full range of flavors are available. A nice little neighborhood establishment, it offers daily lunch and dinner specials. Friday nights, cashew and sweet and sour chicken and catfish are featured, and on Saturday nights, steaks are served up juicy with potato, vegetable, bread and fresh salad."
566303,Venue,mmxozk-corner-cafe-bar-and-grill-venue,Corner Cafe Bar And Grill,Live,restaurants,"","","",119 N. Center St.,Willow Springs,65793,"",417-469-4411,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Corner Cafe Bar and Grill is a fun place serving up pizza, hand-pressed burgers, homemade soups and chili. Also available: take-out, kids menu, video games, pool tables and a jukebox. Affordable daily lunch specials are offered, starting at $3 per person.","Corner Cafe Bar and Grill is a fun place serving up pizza, hand-pressed burgers, homemade soups and chili. Also available: take-out, kids menu, video games, pool tables and a jukebox. Affordable daily lunch specials are offered, starting at $3 per person."
566963,Venue,mmxozk-the-corner-venue,The Corner,Live,other,"","","",4 Dallas County H,Buffalo,65622,"",417-345-9193,"","Mar 28, 2011 by janpete@springfi.gannett.com","",Does not want to be listed.,Does not want to be listed.
566305,Venue,mmxozk-cornerstone-subs-and-pizza-venue,Cornerstone Subs and Pizza,Live,restaurants,"","","",399 S. Jefferson Ave.,Lebanon,65536,"",417-588-3616,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Cornerstone Subs and Pizza is a friendly, dine-in or take-out pizzeria. Order a Super Supreme pizza and watch the pizza maker toss the handmade dough around in the kitchen. All the bread for the subs are made fresh. Some favorites are the strombolis and ham and cheese subs. There is even an old...","Cornerstone Subs and Pizza is a friendly, dine-in or take-out pizzeria. Order a Super Supreme pizza and watch the pizza maker toss the handmade dough around in the kitchen. All the bread for the subs are made fresh. Some favorites are the strombolis and ham and cheese subs. There is even an old jukebox that plays 45s. Also available: kids menu and salad bar. The prices are affordable and the service is accomodating."
566966,Venue,mmxozk-the-cosmos-restaurant-venue,The Cosmos Restaurant,Draft,restaurants,"","","",3433 S Campbell Ave,Springfield,"","",4178834467,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","",""
566967,Venue,mmxozk-the-cottage-cafe-venue,The Cottage Cafe,Live,other,"","","",812 S Ash St,Buffalo,65622,"",417-345-5016,"","Mar 28, 2011 by Gannett - Ozarks Venues","",No longer in business.,No longer in business.
565854,Venue,mmxozk-cottey-college-venue,Cottey College,Live,education,"",yes,"",1000 W. Austin,Nevada,64772,http://www.cottey.edu/,417-667-8181.,"","Mar 28, 2011 by Gannett - Ozarks Venues","","Two-year, independent, liberal arts and sciences college for women.","Emphasizes high academic standards with unique opportunities for personal growth through residential, cultural and intellectual experiences. More than 8,900 alumnae live throughout the world.Cottey College does not discriminate in admission or access to, or treatment in, its program and activities on the basis of race, creed, national origin or handicap."
566306,Venue,mmxozk-country-cafe-venue,Country Cafe,Live,restaurants,"","","",172 Bulldog Drive,Gainesville,65655,"",417-679-2832,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Country Cafe is a friendly place serving American fare where many ""regulars"" knows each other. It offers typical American fare, served with a smile. Lunch buffet, nightly specials and a kids menu are offered. Try a pork tenderloin sandwich, it's a local favorite.","Country Cafe is a friendly place serving American fare where many ""regulars"" knows each other. It offers typical American fare, served with a smile. Lunch buffet, nightly specials and a kids menu are offered. Try a pork tenderloin sandwich, it's a local favorite."
566307,Venue,mmxozk-country-cafe-venue-1,Country Cafe,Live,restaurants,"","","",I-44 and Missouri 28,Dixon,65459,"",573-336-5200,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Country Cafe in Dixon serves breakfast all day, as well as plenty of traditional country eats. There also are a lot of choices for burgers and a kids menu is available.","Country Cafe in Dixon serves breakfast all day, as well as plenty of traditional country eats. There also are a lot of choices for burgers and a kids menu is available."
566968,Venue,mmxozk-the-country-cafe-venue,The Country Cafe,Live,restaurants,"","","",17921 Missouri 8,St. James,"","",573-265-8979,"","Mar 28, 2011 by janpete@springfi.gannett.com","","The Country Cafe, near the St. James Golf Course, serves up homestyle cooking at an affordable price. If you're traveling on I-44, it's a quick trip to the restaurant.","The Country Cafe, near the St. James Golf Course, serves up homestyle cooking at an affordable price. If you're traveling on I-44, it's a quick trip to the restaurant."
566013,Venue,mmxozk-country-club-hotel-and-spa-venue,Country Club Hotel & Spa,Live,leisure,"","","",250 Raquet Drive,Lake Ozark,65049,http://www.countryclubhotel.com/,573-964-2200,"","Mar 28, 2011 by bwhite@news-leader.com","","A luxury resort featuring Mediteranean architecture and panoramic views of the Lake of the Ozarks region, the Country Club boasts an Olympic-size pool, a dozen outdoor and four indoor courts for tennis or raquetball, seven outdoor pools, a fitness center and easy access to area golf courses. With...","A luxury resort featuring Mediteranean architecture and panoramic views of the Lake of the Ozarks region, the Country Club boasts an Olympic-size pool, a dozen outdoor and four indoor courts for tennis or raquetball, seven outdoor pools, a fitness center and easy access to area golf courses. With free wi-fi access throughout the facility, the Country Club provides guests with standard upscale amenities (coffee, voice mail, cable TV, in-room movies, etc.) and accepts pets with a daily charge."
566308,Venue,mmxozk-country-corner-cafe-venue,Country Corner Cafe,Live,restaurants,"","","",1225 S. Missouri 39,Stockton,65785,"",417-276-5411,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Country Corner Cafe offers everything from homemade biscuits for breakfast, to a warm french dip for lunch, to hand-breaded pork tenderloin for dinner and more. A weekend breakfast buffet is available from 7 to11 a.m. Don't miss the salad bar with crisp lettuce, lots of toppings and homemade salads.","Country Corner Cafe offers everything from homemade biscuits for breakfast, to a warm french dip for lunch, to hand-breaded pork tenderloin for dinner and more. A weekend breakfast buffet is available from 7 to11 a.m. Don't miss the salad bar with crisp lettuce, lots of toppings and homemade salads."
566309,Venue,mmxozk-country-pride-restaurant-venue,Country Pride Restaurant,Live,restaurants,"","","",Business Loop I 44,Mount Vernon,65712,"",417-466-3639,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Country Pride, located in the Travel Centers of America truckstop, is open 24/7, offering breakfast, lunch and dinner buffets and a large menu. The fare is American.","Country Pride, located in the Travel Centers of America truckstop, is open 24/7, offering breakfast, lunch and dinner buffets and a large menu. The fare is American."
566654,Venue,mmxozk-courthouse-cafe-venue,Courthouse Cafe,Live,restaurants,"","","",109 S. Market St.,Mount Vernon,65712,"",417-466-4708,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Courthouse Cafe offers American-style cuisine for breakfast, lunch and dinner. Also offered are a large buffet with salads, hot food and desserts. On Friday and Saturday, ribs are featured on the buffet.","Courthouse Cafe offers American-style cuisine for breakfast, lunch and dinner. Also offered are a large buffet with salads, hot food and desserts. On Friday and Saturday, ribs are featured on the buffet."
1912339,Venue,mmxozk-cowan-civic-center-venue,Cowan Civic Center,Live,events,"","","",500 E Elm,Lebanon,65536,"","","","Mar 29, 2011 by bjacques@springfi.gannett.com","","",""
1912341,Venue,mmxozk-cowan-civic-center-venue-1,Cowan Civic Center,Live,events,"","","",500 E. Elm,Lebanon,65536,"","","","Mar 29, 2011 by bjacques@springfi.gannett.com","","",""
565837,Venue,mmxozk-cowden-park-venue,Cowden Park,Live,leisure,"","","",2927 S. Kimbrough Ave,Springfield,65807,http://www.parkboard.org/information/city_parks/index.html,417-837-5737,"","Mar 28, 2011 by janpete@springfi.gannett.com","",Play area located on Cowden Elementary School grounds.,A neighborhood school park with children's play equipment and an open play area located next to Cowden Elementary School on 7.0 acres.
565868,Venue,mmxozk-cox-college-of-nursing-and-health-venue,Cox College of Nursing and Health Sciences,Live,education,"","","",1423 N. Jefferson Ave.,Springfield,65802,http://www.coxcollege.edu/,417-269-3175,"","Mar 28, 2011 by bwhite@news-leader.com","","Welcome to Cox College of Nursing and Health Sciences, a private College of 600 students near the center of Springfield, Missouri. The College offers ASN and BSN degrees in Nursing, certificates in Medical Transcription, Medical Coding, Dietetic Internshi","The Health Sciences certificate programs are dedicated to providing an environment where students are encouraged to grow to their full potential. Within this framework, the goal is to meet the learning needs of students. The programs are dedicated to providing an environment to assist students in the achievement of personal, career and economic goals. The programs offer educational experiences designed to meet the demands of the everchanging health care environment. The comprehensive training programs are designed so the content of each course is coordinated with and complementary to other courses. Students who complete the programs are employable, having skills in all facets of medical transcription and medical coding."
565870,Venue,mmxozk-cox-hospital-venue,Cox Hospital,Live,health,"",yes,"",3801 South National,Springfield,65804,http://www.coxhealth.com/,(417) 269-3000,"","Mar 28, 2011 by bwhite@news-leader.com","","Board of DirectorsLetter from the CEOCox FactsOur CommunityCommunity ImpactOur HistoryOur Hospitals & ClinicsFrequently Called NumbersMaps, Directions and ParkingAccreditations & AwardsQuality and SafetySc","Lester E. Cox Medical Centers' Mission is to provide compassionate, quality health care, health education and research consistent with available financial resources. Health care will be provided without prejudice and regardless of the patient's ability to pay.  565-bed hospital, full-service care facility at the heart of the ""Medical Mile"" in south Springfield."
565871,Venue,mmxozk-cox-hospital-monett-venue,Cox Hospital - Monett,Live,health,"",yes,"",801 Lincoln Ave,Monett,65708,http://www.coxhealth.com/,417-235-3144,"","Mar 28, 2011 by Gannett - Ozarks Venues","","25-bed critical access non-for-profit community hospital serving Monett, Mo., and the surrounding counties.","Cox Monett is a not-for-profit community hospital located in Monett, Missouri. CoxHealth purchased the hospital and adjacent medical office building in November 1993. Today, CoxHealth continues to invest in the community of Monett by providing quality services on this campus."
565872,Venue,mmxozk-cox-walnut-lawn-venue,Cox Walnut Lawn,Live,health,"",yes,"",1000 E. Walnut Lawn,Springfield,65807,http://www.coxhealth.com/,417-269-9800,"","Mar 28, 2011 by Gannett - Ozarks Venues","","A 102-bed extension of the Cox South campus that offers Rehabilitation Services, Wound Healing and Urgent Care.",""
566310,Venue,mmxozk-coyotes-adobe-cafe-and-bar-venue,Coyote's Adobe Cafe and Bar,Live,restaurants,"",yes,"",1742 S. Glenstone Ave.,Springfield,65804,http://www.coyotes4wings.com/,417-889-7120,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","A great hang out serving a full menu in a laid-back atmosphere, Coyote's is famous for their chicken wings; they're eleven-time Sertoma Wingapalooza winners. In business since 1991, Coyote's boasts a fun, friendly environment. The restaurant offers 39 wing flavors. Happy hour is every day, and...","A great hang out serving a full menu in a laid-back atmosphere, Coyote's is famous for their chicken wings; they're eleven-time Sertoma Wingapalooza winners.&nbsp; In business since 1991, Coyote's boasts a fun, friendly environment. The restaurant offers 39 wing flavors. Happy hour is every day, and Sunday evening live bands come to entertain patrons. The menu is extensive, offering everything from American, Mexican, pastas, burgers, pizzas. Great prime rib, big and juicy burgers, sizzling fajitas and a fabulous Buffalo chicken sandwich. At lunch, Adobe's offers a fajita buffet with a generous amount of toppings. Adobe's is a ""must try"" on the list."
566311,Venue,mmxozk-coyotes-nixa-grille-venue,Coyote's Nixa Grille,Live,restaurants,"",yes,"",807 N. Main St.,Nixa,65714,http://www.coyotes4wings.com/main_nixa.php,417-725-6803,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Coyote's boasts a fun, friendly environment, and mirrors its Springfield counterpart; famous for wings. The restaurant has been Seretoma Wingapalooza winners every year for 11 years. It offers 39 wing flavors. Happy hour is every day, and Sunday evening live bands come to entertain patrons. The...","Coyote's boasts a fun, friendly environment, and mirrors its Springfield counterpart; famous for wings. The restaurant has been Seretoma Wingapalooza winners every year for 11 years. It offers 39 wing flavors. Happy hour is every day, and Sunday evening live bands come to entertain patrons. The menu is extensive, offering everything from American, Mexican, pastas, burgers, pizzas. Great prime rib, big and juicy burgers, sizzling fajitas and a fabulous Buffalo chicken sandwich. At lunch, Adobe's offers a fajita buffet with a generous number of toppings. Adobe's is a ""must try"" on the list."
566312,Venue,mmxozk-cozumel-venue,Cozumel,Live,restaurants,"","","",1476 S. Sam Houston Blvd.,Houston,65483,"",417-967-0530,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Cozumel serves traditional Mexican fare, but it's the fajitas and chimichangas that will keep you coming back. Also available: take-out and kids menu.","Cozumel serves traditional Mexican fare, but it's the fajitas and chimichangas that will keep you coming back. Also available: take-out and kids menu."
566313,Venue,mmxozk-cozumel-mexican-restaurant-venue,Cozumel Mexican Restaurant,Live,restaurants,"","","",330 N. Chapman Ave.,Mountain Grove,65711,"",417-926-4454,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Cozumel Mexican Restaurant offers traditional Mexican favorites such as tacos, burritos, enchiladas and fajitas. A kids menu and take-out are available. Chips and salsa are brought to the table upon ordering and some American fare is served. Prices are easy on the wallet.","Cozumel Mexican Restaurant offers traditional Mexican favorites such as tacos, burritos, enchiladas and fajitas. A kids menu and take-out are available. Chips and salsa are brought to the table upon ordering and some American fare is served. Prices are easy on the wallet."
566314,Venue,mmxozk-crane-cafe-venue,Crane Cafe,Live,restaurants,"","","",206 Main St.,Crane,65633,"",417-723-5313,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Crane Caf is the classic American diner offering down-home cooking. Open only for breakfast and lunch, you can receive a quality meal for just $5.25.","Crane Caf&eacute; is the classic American diner offering down-home cooking. Open only for breakfast and lunch, you can receive a quality meal for just $5.25."
566315,Venue,mmxozk-cravin-pizza-venue,Cravin' Pizza,Live,restaurants,"",yes,"",3641 E. Sunshine St.,Springfield,65809,"",417-890-8255,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","This is the place for those who enjoy a quality thin-crust pizza; lunch specials only $7. Pasta, salad and other items are also available.","This is the place for those who enjoy a quality thin-crust pizza; lunch specials only $7. Pasta, salad and other items are also available."
566317,Venue,mmxozk-crazyhorse-gentlemens-club-venue,Crazyhorse Gentlemen's Club,Live,bars-and-clubs,"",yes,"",2255 E. Kearney St.,Springfield,65803,http://www.crazyhorseclub.com/,417-866-8785,"","Mar 28, 2011 by rjasper@news-leader.com","","Crazy Horse Gentleman's Club is the only all-nude club in Springfield, featuring two or three ladies on a large stage. Offer up enough monetary incentinve on the tip rail and you will be rewarded with ""the hottest, most erotic, girl-girl show the law allows."" Lap dances are offered all night. Must...","Crazy Horse Gentleman's Club is the only all-nude club in Springfield, featuring two or three ladies on a large stage. Offer up enough monetary incentinve on the tip rail and you will be rewarded with ""the hottest, most erotic, girl-girl show the law allows."" Lap dances are offered all night. Must be 18 to enter."
565896,Venue,mmxozk-creamery-arts-center-venue,Creamery Arts Center,Live,arts-culture,"",yes,"",411 N Sherman Ave.,Springfield,65802,http://www.springfieldarts.org/,417-862-2787,"","Mar 28, 2011 by bwhite@news-leader.com","","Located in a renovated and reimagined old industrial building in Jordan Valley Park, the Creamery is home to Springfield Arts Council and numerous supporting agencies. Exhibition gallery features works by local and regional artists in a variety of media. Receptions, events and festivals held on...","Located in a renovated and reimagined old industrial building in Jordan Valley Park, the Creamery is home to Springfield Arts Council and numerous supporting agencies. Exhibition gallery features works by local and regional artists in a variety of media. Receptions, events and festivals held on site. Does not sell works, but can put potential buyers in touch with the artists."
1939896,Venue,mmxozk-creative-concepts-art-expo-venue,Creative Concepts Art Expo,Live,events,"","","",3830 S. Lone Pine Ave,Springfield,65804,"",417-881-8118,"","Mar 29, 2011 by bjacques@springfi.gannett.com","","Local artists displaying, selling and demonstrating their works of art. Silent Auctions, live music from 11a.m. to 3 p.m., discounts and more!","Local artists displaying, selling and demonstrating their works of art. Silent Auctions, live music from 11a.m. to 3 p.m., discounts and more!"
565885,Venue,mmxozk-credo-arts-center-venue,Credo Arts Center,Live,arts-culture,"","","",931 S. Kickapoo St.,Springfield,65804,"",417-883-5274,"","Mar 28, 2011 by bwhite@news-leader.com","","Primarily a dance studio and school, Credo also offers occasional displays of local artwork, including the photographs of Ed Diamonte. Call for more information on whether a show is currently on display.","Primarily a dance studio and school, Credo also offers occasional displays of local artwork, including the photographs of Ed Diamonte. Call for more information on whether a show is currently on display."
2151057,Venue,mmxozk-creek-side-bistro-venue,Creek Side Bistro,Live,events,"","","",3830 S Lone Pine,Springfield,65804,"","","","Mar 29, 2011 by bjacques@springfi.gannett.com","","",""
2151685,Venue,mmxozk-creek-side-bistro-venue-1,Creek Side Bistro,Live,restaurants,"","","",3038 S. Lonepine,Springfield,65804,"",417-889-1899,"","Jun 17, 2011 by bjacques@springfi.gannett.com","","Creek Side Bistro is a small, quiet spot just south of Sequiota Park, with a great nature view and a freash menu. Serving sandwiches and other lunch/dinner staples, as well as creative dishes like Watermelon Salsa and unique drinks like Creek Water.Alcohol available, with many margarita...","Creek Side Bistro is a small, quiet spot just south of Sequiota Park, with a great nature view and a freash menu. Serving sandwiches and other lunch/dinner staples, as well as creative dishes like Watermelon Salsa and unique drinks like Creek Water.Alcohol available, with many margarita specialties. Indoor and patio seating available."
566008,Venue,mmxozk-crescent-hotel-and-spa-venue,Crescent Hotel and Spa,Live,leisure,"",yes,"",75 Prospect Ave.,Eureka Springs,72632,http://www.crescent-hotel.com/,479-253-9766,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Offering Victorian grandeur and modern services and amenities, the Crescent is an 1886 grand hotel originally catering to ""the carriage set"" visiting Eureka Springs to take the waters. The facility offers suites, cottages, romantic getaways, a spa, gazebo, boardwalk, pool, lounge, and facilities...","Offering Victorian grandeur and modern services and amenities, the Crescent is an 1886 grand hotel originally catering to ""the carriage set"" visiting Eureka Springs to take the waters. The facility offers suites, cottages, romantic getaways, a spa, gazebo, boardwalk, pool, lounge, and facilities for weddings, conventions, meetings, banquets and retreats. Spacious grounds, spectacular views and dining on site. Ghost tours in the evening."
566318,Venue,mmxozk-crickets-bar-and-grill-venue,Crickets Bar and Grill,Live,bars-and-clubs,"","","",12142 N. Missouri 5,Sunrise Beach,65079,"",573-374-4177,"","Mar 28, 2011 by rjasper@news-leader.com","",Offers karaoke and a DJ on various nights throughout the week and weekend.,Offers karaoke and a DJ on various nights throughout the week and weekend.
566319,Venue,mmxozk-cross-roads-cafe-venue,Cross Roads Cafe,Live,restaurants,"","","",630 N. Missouri 7,Camdenton,65020,"",573-873-3545,"","Mar 28, 2011 by bjacques@springfi.gannett.com","",Small town caf serving downhome cooking; lunch special every day for $5.95.,Small town caf&eacute; serving downhome cooking; lunch special every day for $5.95.
566320,Venue,mmxozk-crossroads-cafe-venue,Crossroads Cafe,Live,restaurants,"","","",2283 Highway M,Grovespring,65662,"",417-462-7814,"","Mar 28, 2011 by rjasper@news-leader.com","",Cozy hometown cafe offering classic American food at a very afforable price. Average meal is $5-$7.,Cozy hometown cafe offering classic American food at a very afforable price. Average meal is $5-$7.
566321,Venue,mmxozk-crosstown-barbecue-venue,Crosstown Barbecue,Live,restaurants,"",yes,"",1331 E. Division St.,Springfield,65803,http://www.crosstownbbq.com/,417-862-4646,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","A local favorite, Crosstown Barbecue serves authentic, original recipe barbeque, with favorite dinners like the ""Big Papa."" It's all meat, all the time, at great prices. The BBQ-Pit Beans, an authentic original recipe, is a fave too. The minute you walk through the door, the Williams family owners...","A local favorite, Crosstown Barbecue serves authentic, original recipe barbeque, with favorite dinners like the ""Big Papa."" It's all meat, all the time, at great prices. The BBQ-Pit Beans, an authentic original recipe, is a fave too. The minute you walk through the door, the Williams family owners consider you a regular. They also sell their special KC-style sauce for $2 a pint."
565811,Venue,mmxozk-crowder-college-cassville-venue,Crowder College - Cassville,Live,education,"",yes,"",504 East 13th St.,Cassville,65625,http://www.crowder.edu/locations/cassville/index.html,(417) 847-1706,"","Mar 28, 2011 by Gannett - Ozarks Venues","","Crowder College in Cassville is a small community college offering associates degrees, job skills, A+ classes and GED classes.","Crowder College Offers an Associate of Arts Degree in Cassville, MO.  The Watley Center is the place to take classes closer to home or work. Flexible class schedules include early morning, day, twilight, evening and weekend classes for your convenience.  Courses Offered Include:Computer, Spanish, English, Psychology, ArtMusic History, Economics, Literature, College Algebra and General Studies."
565813,Venue,mmxozk-crowder-college-main-campus-neosh-venue,Crowder College - Main Campus Neosho,Live,education,"",yes,"",601 Laclede,Neosho,64850,http://www.crowder.edu/,1- 417- 451- 32,"","Mar 28, 2011 by Gannett - Ozarks Venues","","Founded in 1963, Crowder was established as a Community College serving the Junior College District of Newton and McDonald Counties. The name Crowder College is intended to honor General Enoch Crowder, a prominent Missourian, soldier, and statesman - as w","Crowder has achieved worldwide recognition for its innovative Alternative Energy program, under the direction of Art Boyt. Crowder designed and built the first solar powered vehicle to successfully complete a coast to coast journey across the U.S. in 1984. Since then Crowder has continued to distinguish itself in world and national solar energy competitions, most recently the Solar Decathlon in Washington D.C., where the Solar House entry from Crowder was selected as the ""People's Choice"" and placed 6th overall in the competition. Crowder was the only community college in the competition, and competed against some of the most prestigious universities in the nation. This award winning house is now located on the Crowder campus. Coming attractions in alternative energy will include a new wind powered electrical generator and a new Crowder College entry in the next Solar Decathlon."
565812,Venue,mmxozk-crowder-college-nevada-venue,Crowder College - Nevada,Live,education,"",yes,"",600 West Edwards,Nevada,64772,http://www.crowder.edu/locations/nevada/index.html,(417) 667-0518,"","Mar 28, 2011 by Gannett - Ozarks Venues","","Crowder College in Nevada is a small community college offering full degrees, associates degrees, job skills, GED and the A+ program.","Crowder College offers several full degree programs offered on-site at Nevada include:    * Psychology    * Secondary Education    * Elementary Education    * History    * Business Administration    * General StudiesAssociate of Arts Degrees are also available in Nevada. The Nevada Moss Higher Education Learning Center is the placefor you to take classes closer to home or work. Flexible class schedules include early morning, twilight, and eveningclasses for your convenience."
565815,Venue,mmxozk-crowder-college-webb-city-venue,Crowder College Webb City,Live,education,"","","",600 S. Ellis,Webb City,64870,http://ww.crowder.edu/locations/webb_city/index.html,(417) 673-2345,"","Mar 28, 2011 by bwhite@news-leader.com","",Crowder College at Webb City offers you the tools to further your education and earn a college degree. Degree-seeking students are of various ages and from diverse educational backgrounds. They choose to study at Crowder College for the quality of the cla,Students can complete the following programs at Crowder Neosho: Business Administration Fire Science History Sociology/Human Services Child Development General Studies (undecided) Psychology
